MD	TVD	North	East	Dia	Color	Style
1292.4	1217.5	-256.0	168.8	1.5	1	0
1295.4	1220.1	-257.6	169.0	1.5	1	0
1298.4	1222.7	-259.1	169.3	1.5	1	0
1301.5	1225.3	-260.7	169.6	1.5	1	0
1304.5	1227.9	-262.2	169.8	1.5	1	0
1307.6	1230.5	-263.8	170.1	1.5	1	0
1310.6	1233.2	-265.4	170.4	1.5	1	0
1313.7	1235.8	-266.9	170.6	1.5	1	0
1316.7	1238.4	-268.5	170.9	1.5	1	0
1319.8	1241.0	-270.0	171.1	1.5	1	0
1322.8	1243.6	-271.6	171.4	1.5	1	0
1325.9	1246.2	-273.1	171.7	1.5	1	0
1328.9	1248.8	-274.7	172.0	1.5	1	0
1332.0	1251.4	-276.3	172.2	1.5	1	0
1335.0	1254.0	-277.8	172.5	1.5	1	0
1338.1	1256.6	-279.4	172.8	1.5	1	0
1341.1	1259.2	-281.0	173.1	1.5	1	0
1344.2	1261.8	-282.6	173.4	1.5	1	0
1347.2	1264.3	-284.2	173.7	1.5	1	0
1350.3	1266.9	-285.8	174.0	1.5	1	0
1353.3	1269.5	-287.3	174.3	1.5	1	0
1356.4	1272.1	-288.9	174.7	1.5	1	0
1359.4	1274.7	-290.5	175.0	1.5	1	0
1362.5	1277.3	-292.0	175.3	1.5	1	0
1365.5	1279.9	-293.6	175.6	1.5	1	0
1368.6	1282.5	-295.2	175.9	1.5	1	0
1371.6	1285.1	-296.8	176.2	1.5	1	0
1374.6	1287.7	-298.3	176.5	1.5	1	0
1377.7	1290.3	-299.9	176.8	1.5	1	0
1380.7	1292.9	-301.4	177.1	1.5	1	0
1383.8	1295.5	-303.0	177.4	1.5	1	0
1386.8	1298.1	-304.6	177.7	1.5	1	0
1389.9	1300.7	-306.1	178.0	1.5	1	0
1392.9	1303.3	-307.7	178.4	1.5	1	0
1396.0	1305.9	-309.3	178.7	1.5	1	0
1399.0	1308.5	-310.8	179.0	1.5	1	0
1402.1	1311.1	-312.4	179.3	1.5	1	0
1405.1	1313.7	-313.9	179.6	1.5	1	0
1408.2	1316.3	-315.5	180.0	1.5	1	0
1411.2	1318.9	-317.1	180.3	1.5	1	0
1414.3	1321.5	-318.6	180.6	1.5	1	0
1417.3	1324.1	-320.2	180.9	1.5	1	0
1420.4	1326.6	-321.8	181.2	1.5	1	0
1423.4	1329.2	-323.4	181.6	1.5	1	0
1426.5	1331.8	-325.0	181.9	1.5	1	0
1429.5	1334.4	-326.6	182.2	1.5	1	0
1432.6	1336.9	-328.2	182.5	1.5	1	0
1435.6	1339.5	-329.8	182.9	1.5	1	0
1438.7	1342.1	-331.3	183.2	1.5	1	0
1441.7	1344.7	-333.0	183.5	1.5	1	0
1444.8	1347.2	-334.5	183.9	1.5	1	0
1447.8	1349.8	-336.1	184.2	1.5	1	0
1450.8	1352.4	-337.7	184.5	1.5	1	0
1453.9	1355.0	-339.3	184.8	1.5	1	0
1456.9	1357.6	-340.9	185.1	1.5	1	0
1460.0	1360.2	-342.5	185.5	1.5	1	0
1463.0	1362.7	-344.1	185.8	1.5	1	0
